number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
268097,closed,"mcp: turn off auto extension activation, enable when clause",connor4312,"- Now that MCP autostart is on by default, we can remove the special
  eager activation we did for extensions.
- Also support a `when` clause for MCP extension collections, so they
  can be activated lazily and specifically.

Closes https://github.com/microsoft/vscode/issues/266221

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 05:07:10+00:00,2025-09-24T05:23:14Z,2025-09-24T05:23:13Z,True,0,2,2,135,48,6,2,2025-09-24 05:23:13+00:00,59,628,False,False,False,False,False,False,6,0,0,183,135,48,1,2,,,,vscode
268093,open,Feature/107183 add ability to right align tree items description,trapgar,"Issue #107183: Add a new right-aligned ""description"" property to TreeItems

Added the ability for VS Code extensions utilizing the [`TreeView`](https://code.visualstudio.com/api/extension-guides/tree-view) to horizontally align the `description` property of `TreeItems` to the right. Default value remains left-aligned.

## How to Test
1. Clone the [vscode-extension-samples](https://github.com/microsoft/vscode-extension-samples) project
2. Open the [`tree-view-sample`](https://github.com/microsoft/vscode-extension-samples/tree/main/tree-view-sample) in Code
3. Open [`src/nodeDependencies.ts#`](https://github.com/microsoft/vscode-extension-samples/blob/main/tree-view-sample/src/nodeDependencies.ts#L98)
4. Add a new line right below where the `TreeItem.description` is being set
    > this.alignment = 'right';`

    *(since the repo references a released version of the vscode api you will want to also add an `// @ts-ignore` right about it just for testing)*
5. Run the extension as usual
6. Open any repo utilizing npm (I just created a new folder and ran `> npm i three`
7. Click on the new list clover in the left-hand sidebar that the extension added
8. Expand the tree and all the package versions will now be aligned to the right

Since `TreeItem` actions appear to the right, the description will hide any-time they show as to not clash.",2025-09-24 04:23:45+00:00,2025-09-26T09:09:34Z,,False,1,1,10,55,2,7,2,,64,1352,False,False,True,False,False,False,7,2,1286,11546,8417,3129,2,10,2.0,2.0,2025-09-24T04:31:09Z,vscode
268092,closed,fix #264515.,rebornix,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

https://github.com/user-attachments/assets/39b9bede-41d2-4c7f-aeac-21c30830134a

",2025-09-24 04:19:11+00:00,2025-09-24T04:59:23Z,2025-09-24T04:59:22Z,True,0,1,1,33,0,2,1,2025-09-24 04:59:22+00:00,12,426,False,True,False,False,False,False,2,0,0,33,33,0,1,1,,,,vscode
268090,closed,add opt-in setting to show OS notification when a chat response is received,meganrogge,"fixes https://github.com/microsoft/vscode/issues/259683

This is particularly useful because our chat response received sound doesn't always play due to chromium autoplay media restrictions. We should consider enabling this by default. 

https://github.com/user-attachments/assets/50fa25e5-8790-4aaa-b957-40eed1607d49


",2025-09-24 04:05:40+00:00,2025-09-24T18:34:15Z,2025-09-24T18:25:22Z,True,3,4,7,80,10,8,7,2025-09-24 18:25:22+00:00,75,320,False,True,False,False,False,False,8,3,419,2141,1143,998,1,7,3.0,3.0,2025-09-24T16:23:56Z,vscode
268089,closed,chatSessions API redesign/experiment,joshspicer,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Experiment for https://github.com/microsoft/vscode/issues/268063
Demo extension implementation: https://github.com/joshspicer/joshbot/

GHPR: https://github.com/microsoft/vscode-pull-request-github/pull/7849
Claude: https://github.com/microsoft/vscode-copilot-chat/pull/1147

- Do not dynamically register chat participant (let extension do that)
- Introduce concept of 'untitled' chat session
  - First request is not lost (leans more on existing chat participant API)
- `onDidCommitChatSessionItem` to swap untitled sessions -> backed sessions


This change is NOT backward-compatible since we will not longer register the chat participant implementation dynamically. The implementing extension should now register the participant.

This lets us delete `provideNewChatSessionItem` and remove `requestHandler` per chat session (instead using the chat participant as the handler). Those could be removed later but will not be done here.",2025-09-24 03:55:48+00:00,2025-09-26T03:21:10Z,2025-09-26T03:14:51Z,True,2,2,11,130,168,16,4,2025-09-26 03:14:51+00:00,36,1281,False,False,False,False,False,False,16,2,1367,360,161,199,1,11,2.0,2.0,2025-09-25T21:22:47Z,vscode
268087,closed,Add `createCommandUri` helper,mjbvz,"This provides a consistent way of creating command uris
",2025-09-24 03:19:16+00:00,2025-09-24T05:25:49Z,2025-09-24T05:25:49Z,True,3,8,1,18,19,5,11,2025-09-24 05:25:49+00:00,29,56,False,False,False,False,False,False,5,3,943,37,18,19,1,1,2.0,3.0,2025-09-24T03:51:28Z,vscode
268081,open,Claude with worktree,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 02:10:13+00:00,2025-09-24T03:30:59Z,,False,0,1,1,227,11,7,1,,20,344,False,False,False,False,False,False,7,0,0,238,227,11,1,1,,,,vscode
268080,open,Empty state chat history 2.0,eli-w-king,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Redesign of history in chat empty state:
1. Adds right click menu to configure empty state settings and hide chat history (plan is to eventually set setting as default and remove, future proofing hide/show) https://github.com/microsoft/vscode/issues/267522, https://github.com/microsoft/vscode/issues/266447
2. Fixes overlapping disclaimer text and inconsistent padding https://github.com/microsoft/vscode/issues/267430, https://github.com/microsoft/vscode/issues/265071
3. Fixes hover state overlap with history entries https://github.com/microsoft/vscode/issues/266373
4. Removes secondary toolbar with history title and icon, replaces with link to open workspace chat history https://github.com/microsoft/vscode/issues/267860

https://github.com/user-attachments/assets/52a59735-130e-4208-bfb9-b2b946ca97c5

_Closing individual PRs in favor of this one. CC: @hawkticehurst @justschen @mrleemurray_
",2025-09-24 01:34:04+00:00,2025-09-25T22:37:29Z,,False,2,11,18,249,43,6,13,,28,1246,False,True,False,False,False,False,6,2,939,4227,2596,1631,2,18,2.0,2.0,2025-09-24T17:25:31Z,vscode
268078,closed,Chat history right click,eli-w-king,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-24 00:22:02+00:00,2025-09-24T01:37:09Z,,False,0,0,3,151,16,4,0,2025-09-24 01:37:09+00:00,24,344,False,False,False,False,False,False,4,0,0,829,587,242,1,3,,,,vscode
268069,closed,Don't support mode picker when chat is not setup,bhavyaus,Fixes https://github.com/microsoft/vscode/issues/267790,2025-09-23 23:24:03+00:00,2025-09-23T23:51:51Z,2025-09-23T23:51:51Z,True,0,1,1,14,10,3,1,2025-09-23 23:51:51+00:00,48,55,False,True,False,False,False,False,3,0,0,24,14,10,1,1,,,,vscode
268065,closed,don't show the view container title if it matches the view pane title,sbatten,cc @sandy081 @benibenj ,2025-09-23 22:37:53+00:00,2025-09-23T22:52:48Z,2025-09-23T22:52:47Z,True,0,1,2,1,1,1,1,2025-09-23 22:52:48+00:00,69,23,False,False,False,False,False,False,1,1,4,4,2,2,1,2,1.0,1.0,2025-09-23T22:45:23Z,vscode
268061,closed,Engineering - remove output from CI jobs,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 22:16:47+00:00,2025-09-23T22:28:40Z,2025-09-23T22:28:39Z,True,0,0,1,0,18,1,0,2025-09-23 22:28:39+00:00,40,344,False,False,False,False,False,False,1,0,0,18,0,18,1,1,,,,vscode
268059,closed,Adjust chat overlay button styles,mrleemurray,"Modify margins, padding, and font sizes for improved layout and readability in the chat overlay and editor.

Addresses: #267399",2025-09-23 22:01:41+00:00,2025-09-23T22:23:47Z,2025-09-23T22:23:45Z,True,0,1,4,4,6,2,1,2025-09-23 22:23:45+00:00,33,127,False,False,False,False,True,False,2,0,0,1226,727,499,1,4,,,,vscode
268058,closed,Show full date/time for history items,vijayupadya,"Fixes #264665

For items in history in Local Chat Sessions window, show full datetime on hover over the relative time.

This is the new UI
<img width=""797"" height=""293"" alt=""image"" src=""https://github.com/user-attachments/assets/77f2e8f9-63d6-43ed-90e4-3bfecc109ed4"" />


",2025-09-23 21:54:36+00:00,2025-09-24T23:53:42Z,2025-09-24T23:53:42Z,True,2,15,6,11,0,1,17,2025-09-24 23:53:42+00:00,37,272,False,True,False,False,False,False,1,1,15,25,18,7,1,6,1.0,1.0,2025-09-24T23:32:49Z,vscode
268057,closed,Remove cache update logic for prompt descriptions,bhavyaus,,2025-09-23 21:44:06+00:00,2025-09-23T21:45:58Z,,False,0,1,1,0,10,1,1,2025-09-23 21:45:27+00:00,49,0,False,False,False,False,False,False,1,0,0,10,0,10,1,1,,,,vscode
268056,closed,Recovery version bump,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 21:39:06+00:00,2025-09-23T22:00:31Z,2025-09-23T22:00:30Z,True,0,0,1,3,3,2,0,2025-09-23 22:00:30+00:00,21,344,False,False,False,False,False,False,2,0,0,6,3,3,1,1,,,,vscode
268044,closed,Bump distro for candidate,TylerLeonhardt,"ref https://github.com/microsoft/vscode-internalbacklog/issues/5879

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 20:29:55+00:00,2025-09-23T20:51:05Z,2025-09-23T20:51:04Z,True,0,0,1,1,1,1,0,2025-09-23 20:51:05+00:00,25,413,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268041,closed,Engineering - pipeline perf improvements,lszomoru,Declare artifacts using the `templateContext` to improve perf.,2025-09-23 20:21:10+00:00,2025-09-23T21:49:21Z,2025-09-23T21:49:20Z,True,0,7,27,236,116,5,7,2025-09-23 21:49:20+00:00,40,62,False,False,False,False,True,False,5,0,0,6680,5030,1650,1,27,,,,vscode
268039,open,fix(snap): detect Wayland socket under XDG_RUNTIME_DIR for Fedora,2410030357,"The proposed change fixes a Wayland detection issue in the VS Code snap launcher on Fedora and similar distributions. Currently, the script only checks for the Wayland socket in the parent runtime directory ($XDG_RUNTIME_DIR/../$WAYLAND_DISPLAY), which causes Wayland to be incorrectly marked unavailable when the socket is actually in $XDG_RUNTIME_DIR/$WAYLAND_DISPLAY. This patch updates the script to check both locations and enable Wayland if either exists, creating a symlink only when needed. The change ensures correct Wayland detection, maintains backward compatibility, avoids breaking existing setups, and allows VS Code and other applications to properly use Wayland instead of falling back to X11, with minimal and safe modifications to the launcher script.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 20:05:44+00:00,2025-09-25T17:26:13Z,,False,1,0,3,13,7,1,1,,65,1115,False,True,False,False,False,False,1,1,8127,6082,4520,1562,1,3,1.0,1.0,2025-09-23T20:51:36Z,vscode
268038,open,i18n: add missing localizations for monaco-editor,rajniszp,"Fixes issues [#3500](https://github.com/microsoft/monaco-editor/issues/3500) and [#4853](https://github.com/microsoft/monaco-editor/issues/4853) in `monaco-editor`.

From what I gather the `folderName` property is not used, (see [this line](https://github.com/microsoft/vscode/blob/8bd32376b6fa728af9f11ec7c0d8a502c3f68c20/build/lib/i18n.ts#L359)), and it's optional, so I left them not defined.",2025-09-23 19:59:41+00:00,2025-09-24T14:34:00Z,,False,1,0,1,9,7,3,1,,49,395,False,True,False,False,False,False,3,1,38,16,9,7,1,1,1.0,1.0,2025-09-23T20:01:03Z,vscode
268030,closed,Prevent infinite recursion in renderWelcomeViewContentIfNeeded when loading prompt descriptions,bhavyaus,"Fixes:
https://github.com/microsoft/vscode/issues/267105",2025-09-23 19:06:08+00:00,2025-09-23T21:07:02Z,2025-09-23T21:07:00Z,True,0,0,1,0,3,1,0,2025-09-23 21:07:00+00:00,95,56,False,True,False,False,False,False,1,0,0,3,0,3,1,1,,,,vscode
268029,closed,Leaner kusto mcp server and prompt,digitarald,Reduced Azure server down to one actual MCP tool.,2025-09-23 19:05:10+00:00,2025-09-23T20:25:15Z,2025-09-23T20:25:14Z,True,0,0,1,10,3,2,0,2025-09-23 20:25:14+00:00,34,49,False,False,False,False,False,False,2,0,0,13,10,3,1,1,,,,vscode
268025,closed,mcp: ensure tool refresh finishes after dynamic tool call,connor4312,"Closes https://github.com/microsoft/vscode/issues/261611

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 18:36:33+00:00,2025-09-23T18:58:12Z,2025-09-23T18:58:11Z,True,0,2,1,37,13,1,2,2025-09-23 18:58:11+00:00,57,402,False,False,False,False,False,False,1,0,0,50,37,13,1,1,,,,vscode
268024,closed,chat - tweaks for anonymous usage,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 18:33:18+00:00,2025-09-23T18:56:55Z,2025-09-23T18:56:54Z,True,0,1,2,53,24,4,1,2025-09-23 18:56:54+00:00,33,344,False,False,False,False,False,False,4,0,0,81,55,26,1,2,,,,vscode
268023,closed,Implement welcome view rendering scheduler to prevent reentrant calls,bhavyaus,"Take 2 at fixing: https://github.com/microsoft/vscode/issues/267105

Previous attempt https://github.com/microsoft/vscode/pull/267856 was [reverted](https://github.com/microsoft/vscode/pull/268002) because first chat request in an empty window was not being rendered. This was because the chat list visibility was controlled by the welcomeView rendering logic. When the welcome view rendering was scheduled from within in `onDidChangeItems`, the chat list view visibility was not updated before the chat tree was progressively rendered which caused the first request to be missed.

In this pr, additional to the logic in #267856, I also moved out the logic to toggle visibility of the welcome/chatList view out of the welcome rendering logic here: https://github.com/microsoft/vscode/pull/268023/files#diff-1a26fc97bbf0d39b6d25ad9fe509fad4d90373118985b50709f99b6ef5bde8c9R935

And update it here inside `onDidChangeItems` : https://github.com/microsoft/vscode/pull/268023/files#diff-1a26fc97bbf0d39b6d25ad9fe509fad4d90373118985b50709f99b6ef5bde8c9R884

cc: @justschen ",2025-09-23 18:31:02+00:00,2025-09-23T19:01:40Z,2025-09-23T18:57:44Z,True,0,1,1,50,18,1,1,2025-09-23 18:57:44+00:00,69,1068,False,True,False,False,False,False,1,0,0,68,50,18,1,1,,,,vscode
268022,closed,"Removed history toolbar, replaced with chat history link",eli-w-king,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Revised chat history in empty state. Removed secondary toolbar and added chat history link. Addresses https://github.com/microsoft/vscode/issues/267860
<img width=""704"" height=""154"" alt=""Screenshot 2025-09-23 at 11 30 56 AM"" src=""https://github.com/user-attachments/assets/8202cad8-d2a1-4dca-8d2e-d0b9f16aed02"" />
",2025-09-23 18:30:18+00:00,2025-09-24T01:36:53Z,,False,0,1,2,46,9,2,1,2025-09-24 01:36:53+00:00,56,659,False,False,False,False,False,False,2,0,0,717,482,235,1,2,,,,vscode
268020,closed,edits: allow keep/undo during an agent response,connor4312,"Only disable keep/undo for an editor if it's currently streaming in
edits. Allow global keep all/undo all during an agent response, but just
exclude any entries currently streaming in edits when that happens.

Closes https://github.com/microsoft/vscode/issues/255464",2025-09-23 17:59:45+00:00,2025-09-23T18:57:25Z,2025-09-23T18:57:24Z,True,0,2,2,49,51,4,2,2025-09-23 18:57:24+00:00,47,266,False,False,False,False,False,False,4,0,0,124,61,63,1,2,,,,vscode
268019,closed,chore: bump vscode/vsce,rzhao271,"This PR should resolve some BinSkim issues.

Verification build: https://dev.azure.com/monacotools/Monaco/_build/results?buildId=359279&view=results",2025-09-23 17:44:32+00:00,2025-09-23T22:58:05Z,2025-09-23T22:58:03Z,True,0,0,3,2463,190,2,0,2025-09-23 22:58:03+00:00,23,148,False,False,False,False,False,False,2,0,0,2659,2466,193,1,3,,,,vscode
268017,closed,add opt-in setting for OS notification when long running (> 1 min) task finishes,meganrogge,"fixes #267459

<img width=""807"" height=""468"" alt=""Screenshot 2025-09-23 at 1 22 23 PM"" src=""https://github.com/user-attachments/assets/67ae6d4f-a7ad-4bb0-834c-2f8eb2aa4341"" />
",2025-09-23 17:41:41+00:00,2025-09-24T19:45:14Z,2025-09-24T19:45:13Z,True,2,10,6,153,15,6,12,2025-09-24 19:45:13+00:00,80,176,False,True,False,False,False,False,6,2,1430,5377,3995,1382,1,6,1.0,2.0,2025-09-23T17:45:36Z,vscode
268013,closed,Add alexr00 to api owner list,mjbvz,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 17:22:32+00:00,2025-09-24T01:50:01Z,2025-09-24T01:50:01Z,True,1,0,1,1,1,1,1,2025-09-24 01:50:01+00:00,29,344,False,False,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
268009,closed,Show friendly message for PR link tool tip in chat window,vijayupadya,"Fixes #264641

Show generic user friendly message for PR link tool tip in chat windows instead of the full PR link URL.",2025-09-23 17:03:52+00:00,2025-09-23T19:55:06Z,,False,1,4,1,9,1,1,5,2025-09-23 19:55:06+00:00,57,119,False,True,False,False,False,False,1,0,0,10,9,1,1,1,,,,vscode
268006,closed,Finalize Auth Challenges caller API,TylerLeonhardt,"Fixes https://github.com/microsoft/vscode/issues/260156

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 16:36:40+00:00,2025-09-23T17:21:33Z,2025-09-23T17:21:21Z,True,0,0,1,61,132,4,0,2025-09-23 17:21:21+00:00,35,401,False,True,False,False,False,False,4,0,0,193,61,132,1,1,,,,vscode
268005,open,Chat - switch chat toolbar to use overlay widget,lszomoru,"This pull request switches the chat session toolbar to use an overlay widget so that we can take advantage of stacking overlay widgets in the lower right hand corner in order to address the edge case in which both the chat session toolbar is being shown as well as the ""editor content button"" (ex: Resolve in Merge Editor). PR also contains a drive-by fix for stacking overlay widgets in the top/bottom right corners.

<img width=""347"" height=""138"" alt=""image"" src=""https://github.com/user-attachments/assets/4cd75350-530a-4e31-b7ab-91fcf3301226"" />
 ",2025-09-23 16:31:36+00:00,2025-09-23T16:34:35Z,,False,0,2,1,36,21,3,2,,48,551,False,True,False,False,False,False,3,0,0,57,36,21,1,1,,,,vscode
268002,closed,"Revert ""Refactor welcome view rendering to use a scheduler for debouncing and prevent reentrant calls""",bhavyaus,Reverts microsoft/vscode#267856,2025-09-23 16:24:48+00:00,2025-09-23T16:36:26Z,2025-09-23T16:36:25Z,True,0,1,1,11,28,1,1,2025-09-23 16:36:25+00:00,102,31,False,False,False,False,False,True,1,0,0,39,11,28,1,1,,,,vscode
267991,open,Copy selection for deleted chunk in inline diff,Mingpan,"An attempt to fix #8226 

Hi @hediet , can I interest you with (yet another) PR for #8226, a.k.a. inline diff deleted chunk copy selection? :)

The main idea is to calculate the exact line and column for the start & end of the selection in a view zone, and extract the corresponding code chunk using the text model API.

Demo: 
![copySelectionInlineDelete](https://github.com/user-attachments/assets/1b64cec2-aed4-4e39-9b5f-854cf3f06c83)

This works with both the menu item, and the browser 'copy' event (Ctrl/Cmd+C).

I have put the setup in a reusable method in a separate file, following the example of [renderLines.ts](https://github.com/microsoft/vscode/blob/main/src/vs/editor/browser/widget/diffEditor/components/diffEditorViewZones/renderLines.ts)

Due to the view zone, there are some hackery involved to get those line and column numbers right (the line number extraction is the same as that from the [inlineDiffDeletedCodeMargin.ts](https://github.com/microsoft/vscode/blob/main/src/vs/editor/browser/widget/diffEditor/components/diffEditorViewZones/inlineDiffDeletedCodeMargin.ts)). Let me know if you see any issues, or if you prefer to solve it in a different way.

Thanks!


<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 15:39:04+00:00,2025-09-25T18:36:45Z,,False,2,0,6,218,19,5,2,,47,1534,False,True,False,False,False,False,5,2,961,271,235,36,1,6,2.0,2.0,2025-09-24T18:46:53Z,vscode
267979,closed,add header to chat list items,meganrogge,"Fixes https://github.com/microsoft/vscode/issues/261862

An issue with this still is when I use VoiceOver's quick nav (enable with `UpArrow` and `DownArrow` simultaneously), then `H` or `Shift H` to go between headers is that the chat list does not scroll to reveal new headers. 

I have commented on https://github.com/microsoft/vscode/issues/267152 to ask why header navigation is preferrable to our `upArrow/downArrow` list navigation mechanism that does scroll properly.

https://github.com/user-attachments/assets/688abcb6-2603-4d5f-b594-b8f5d698c2ec

",2025-09-23 15:01:48+00:00,2025-09-24T02:45:26Z,,False,2,1,1,2,0,1,3,2025-09-24 02:45:25+00:00,29,557,False,True,False,False,False,False,1,2,195,2,2,0,1,1,2.0,2.0,2025-09-23T15:27:21Z,vscode
267972,closed,Workbench - more floating menu hover fixes,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 14:01:52+00:00,2025-09-23T14:13:29Z,2025-09-23T14:13:28Z,True,0,0,1,5,0,1,0,2025-09-23 14:13:28+00:00,42,344,False,True,False,False,False,False,1,0,0,5,5,0,1,1,,,,vscode
267967,closed,chat - tweak inline chat disclaimer condition,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 13:49:53+00:00,2025-09-23T14:02:02Z,2025-09-23T14:02:01Z,True,0,0,1,2,3,1,0,2025-09-23 14:02:01+00:00,45,344,False,False,False,False,False,False,1,0,0,5,2,3,1,1,,,,vscode
267965,closed,no-Chat: no-auth usage warning and upsell to Copilot Free (fix microsoft/vscode-internalbacklog#5871),bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 13:46:28+00:00,2025-09-23T14:00:20Z,2025-09-23T14:00:19Z,True,0,1,1,1,1,1,1,2025-09-23 14:00:19+00:00,101,344,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
267955,closed,context - track `InputFocusedContext` from `platform`,bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 13:12:03+00:00,2025-09-23T13:58:14Z,2025-09-23T13:58:12Z,True,0,2,2,48,51,4,2,2025-09-23 13:58:12+00:00,53,344,False,False,False,False,False,False,4,0,0,99,48,51,1,2,,,,vscode
267948,closed,Workbench - fix floating menu hover border radius,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 12:24:07+00:00,2025-09-23T13:29:09Z,2025-09-23T13:29:07Z,True,0,0,1,1,0,1,0,2025-09-23 13:29:08+00:00,49,344,False,True,False,False,False,False,1,0,0,1,1,0,1,1,,,,vscode
267947,closed,Bad Relative Path Separator (fix #267747),bpasero,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-09-23 12:07:03+00:00,2025-09-23T15:05:17Z,2025-09-23T15:05:16Z,True,1,0,3,8,3,1,1,2025-09-23 15:05:16+00:00,41,344,False,True,False,False,False,False,1,1,25,176,102,74,1,3,1.0,1.0,2025-09-23T12:25:24Z,vscode
267942,closed,Workbench - fix floating menu rendering,lszomoru,Fixes https://github.com/microsoft/vscode/issues/267921,2025-09-23 11:45:53+00:00,2025-09-23T12:06:54Z,2025-09-23T12:06:53Z,True,0,0,1,22,1,1,0,2025-09-23 12:06:53+00:00,39,55,False,True,False,False,False,False,1,0,0,23,22,1,1,1,,,,vscode
267939,closed,chore: bump node-pty@1.1.0-beta35,deepak1556,For https://github.com/microsoft/node-pty/pull/801,2025-09-23 11:04:28+00:00,2025-09-23T12:22:16Z,2025-09-23T12:04:46Z,True,2,0,1,10,10,4,2,2025-09-23 12:04:46+00:00,33,50,False,False,False,False,False,False,4,2,429,20,10,10,1,1,1.0,2.0,2025-09-23T12:07:04Z,vscode
267925,closed,ci: fix custom registry replace logic,deepak1556,,2025-09-23 09:12:13+00:00,2025-09-23T21:53:19Z,2025-09-23T21:53:15Z,True,0,0,1,1,1,1,0,2025-09-23 21:53:15+00:00,37,0,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
