pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
260848,build/npm: add explicit npm version validation in preinstall.js (mirrors Node.js check),closed,False,2025-08-10 10:41:57,2025-08-31 07:43:58,2025-08-31 07:43:58,ali90h,0.0,38,6,1,1,1,0,1.0,1.0,44,2025-08-10 10:46:04,20.87640046296296,0.002858796296296296,,,,1.0,0.0,,0.0,0.0,87,4095,True,0.0,,1.0,,,,unknown,,1.0,False,False,False,False,True,False,1.0,,,38,6,5.0,3.0,3.0,0.0,0.0,1,44,1.0,0.0,0.0,11,552
260855,Don't trim whitespace when calculating cursor index,closed,True,2025-08-10 12:10:43,2025-08-10 18:30:03,2025-09-24 23:25:23,Tyriar,0.0,53,2,2,2,0,0,1.0,2.0,55,,0.263425925925926,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,51,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,53,2,5.0,4.0,3.0,0.0,0.0,2,55,2.0,0.0,10.0,7,51
260856,Improve sub-command detection via common redirection,closed,True,2025-08-10 12:14:08,2025-08-10 18:44:17,2025-09-24 23:25:23,Tyriar,0.0,300,12,2,1,0,0,1.0,2.0,312,,0.2709375,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,52,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,True,False,False,2.0,,,300,12,6.0,5.0,3.0,0.0,0.0,2,312,2.0,0.0,10.0,6,51
260857,Allow findstr,closed,True,2025-08-10 12:16:56,2025-08-10 18:30:28,2025-09-24 23:25:23,Tyriar,0.0,1,0,1,1,0,0,1.0,1.0,1,,0.2593981481481482,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,13,361,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,0,2.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,10.0,2,52
260859,Allow safe top commands,closed,True,2025-08-10 12:27:59,2025-08-10 18:44:00,2025-09-24 23:25:23,Tyriar,0.0,6,4,1,1,0,0,1.0,1.0,10,,0.2611226851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,23,361,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,6,4,2.0,3.0,2.0,0.0,0.0,1,10,1.0,0.0,10.0,4,52
260863,Ignore empty string commands in auto approve,closed,True,2025-08-10 12:40:42,2025-08-11 12:01:10,2025-09-25 23:25:53,Tyriar,0.0,10,10,3,5,1,0,1.0,2.0,686,2025-08-10 18:31:38,0.9725462962962963,0.2437037037037037,2.0,1.0,0.0,1.0,2.0,,0.0,0.0,44,375,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,10,10,13.0,13.0,7.0,0.0,0.0,3,686,3.0,0.0,10.0,7,54
260865,Ensure auto allow commands only shows those not already approved,closed,True,2025-08-10 12:56:25,2025-08-10 18:30:53,2025-09-24 23:25:23,Tyriar,0.0,86,13,2,1,0,0,1.0,2.0,99,,0.2322685185185185,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,64,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,86,13,5.0,4.0,3.0,0.0,0.0,2,99,2.0,0.0,10.0,10,51
260891,Add a separator to terminal approve dropdown,closed,True,2025-08-10 18:56:13,2025-08-11 11:01:47,2025-09-25 23:25:53,Tyriar,0.0,77,33,4,4,1,0,1.0,4.0,776,2025-08-11 00:07:03,0.6705324074074074,0.2158564814814815,2.0,1.0,0.0,1.0,1.0,,0.0,0.0,44,146,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,4.0,,,77,33,37.0,22.0,18.0,0.0,0.0,4,776,4.0,0.0,10.0,7,8
260896,Apply path separator normalization to git branches,closed,True,2025-08-10 19:59:43,2025-08-11 00:06:05,2025-09-25 23:25:53,Tyriar,0.0,7,1,1,1,0,0,1.0,1.0,8,,0.171087962962963,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,50,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,7,1,3.0,2.0,1.0,0.0,0.0,1,8,1.0,0.0,10.0,7,51
260906,fix footer detail hover,closed,True,2025-08-10 22:39:38,2025-08-10 23:50:54,2025-09-25 23:25:42,justschen,0.0,10,12,1,1,1,0,1.0,1.0,22,,0.04949074074074074,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,23,398,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,10,12,5.0,7.0,5.0,0.0,0.0,1,22,1.0,0.0,3.0,4,51
260910,fix overlay when editing previous requests,closed,True,2025-08-10 23:29:21,2025-08-11 09:50:58,2025-09-25 23:25:42,justschen,0.0,37,4,4,6,2,6,2.0,2.0,101,,0.4316782407407407,,5.0,2.0,2.0,1.472222222222222,0.0,,0.0,0.0,42,398,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,37,4,14.0,8.0,10.0,0.0,0.0,4,101,4.0,0.0,3.0,6,51
260957,win: self-heal missing 'Open with Code' context menu entries after background update,closed,False,2025-08-11 07:02:29,2025-08-11 07:27:14,2025-09-25 23:25:42,yensubldg,0.0,52,0,1,3,2,0,1.0,1.0,2087,2025-08-11 07:06:37,0.0171875,0.00287037037037037,,,,2.0,0.0,,0.0,0.0,84,1200,True,0.0,,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,52,0,2.0,1.0,1.0,0.0,0.0,1,2087,1.0,0.0,0.0,12,157
260960,fix: restore old style context menu on windows for stable,closed,True,2025-08-11 07:26:26,2025-08-11 10:28:55,2025-09-25 23:25:42,deepak1556,0.0,2,3,1,1,0,0,1.0,1.0,5,,0.126724537037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,57,53,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,2,3,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,3.0,10,2
260962,fix: revert to freetype for system fonts on linux,closed,True,2025-08-11 07:35:35,2025-08-11 08:14:06,2025-09-25 23:25:42,deepak1556,0.0,2,1,1,1,0,0,1.0,1.0,3,,0.02674768518518519,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,49,214,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,True,False,False,False,1.0,,,2,1,3.0,2.0,1.0,0.0,0.0,1,3,1.0,0.0,3.0,9,29
260963,fix: revert to freetype for system fonts on linux,closed,True,2025-08-11 07:38:13,2025-08-11 12:27:13,2025-09-25 23:25:42,deepak1556,0.0,2,1,1,1,0,0,1.0,1.0,3,,0.2006944444444445,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,49,114,True,1.0,July 2025 Recovery 1,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,2,1,3.0,2.0,1.0,0.0,0.0,1,3,1.0,0.0,3.0,9,4
260987,Work in progress shell mode,open,False,2025-08-11 09:53:47,,2025-08-16 18:03:00,Tyriar,0.0,299,4,7,6,0,0,1.0,4.0,4815,,,,,,,1.472222222222222,1.0,,0.0,0.0,27,361,True,0.0,September 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,299,4,26.0,11.0,19.0,1.0,0.0,7,4815,6.0,0.0,10.0,5,52
260988,Use simplified command in allow command line action,closed,True,2025-08-11 09:57:30,2025-08-11 11:03:24,2025-09-25 23:25:42,Tyriar,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.04576388888888889,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,51,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,10.0,8,51
260990,Truncate long commands in allow dropdown,closed,True,2025-08-11 10:09:40,2025-08-11 10:59:43,2025-09-25 23:25:42,Tyriar,0.0,2,1,1,1,0,0,1.0,1.0,3,,0.03475694444444444,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,40,147,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,2,1,3.0,2.0,1.0,0.0,0.0,1,3,1.0,0.0,,6,8
260991,Fix find references in git spec,closed,True,2025-08-11 10:38:32,2025-08-11 11:00:16,2025-09-25 23:25:42,Tyriar,0.0,14,14,1,1,0,0,1.0,1.0,28,,0.01509259259259259,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,31,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,14,14,15.0,15.0,14.0,0.0,0.0,1,28,1.0,0.0,10.0,6,51
261000,Make space for nes widget in editor,closed,True,2025-08-11 10:54:45,2025-08-11 11:06:35,2025-09-25 23:25:42,benibenj,0.0,72,8,5,2,0,0,1.0,2.0,88,,0.008217592592592592,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,35,167,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,72,8,21.0,12.0,16.0,0.0,0.0,5,88,5.0,0.0,2.0,7,19
261003,fix: restore old style context menu on windows for stable,closed,True,2025-08-11 11:16:43,2025-08-11 12:29:32,2025-09-25 23:25:42,deepak1556,0.0,2,3,1,1,0,0,1.0,1.0,5,,0.05056712962962963,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,57,114,True,1.0,July 2025 Recovery 1,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,2,3,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,3.0,10,4
261013,add remote debugging port to command line switches,closed,True,2025-08-11 11:55:29,2025-08-11 16:13:38,2025-09-25 23:25:42,hediet,0.0,9,2,2,2,1,0,1.0,2.0,11,2025-08-11 12:13:24,0.1792708333333333,0.01244212962962963,2.0,1.0,0.0,2.0,0.0,,0.0,0.0,50,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,9,2,6.0,4.0,4.0,0.0,0.0,2,11,2.0,0.0,0.0,8,0
261021,Auto approve cd,closed,True,2025-08-11 12:14:53,2025-08-11 12:31:08,2025-09-25 23:25:40,Tyriar,0.0,1,0,1,1,0,0,1.0,1.0,1,,0.01128472222222222,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,15,361,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,0,2.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,10.0,3,52
261023,Add some common auto approve settings,closed,True,2025-08-11 12:17:29,2025-08-11 12:34:13,2025-09-25 23:25:40,Tyriar,0.0,8,0,1,1,0,0,1.0,1.0,8,,0.01162037037037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,37,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,8,0,2.0,1.0,1.0,0.0,0.0,1,8,1.0,0.0,10.0,6,49
261029,Align debug extension host commands,closed,True,2025-08-11 12:47:32,2025-08-11 12:59:58,2025-09-25 23:25:40,hediet,0.0,8,9,2,1,0,0,1.0,1.0,17,,0.00863425925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,35,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,8,9,10.0,11.0,4.0,0.0,0.0,2,17,2.0,0.0,0.0,5,0
261044,Move terminal selection/command tools to core ,closed,True,2025-08-11 13:20:59,2025-08-11 18:40:58,2025-09-25 23:25:40,Tyriar,0.0,293,68,10,2,0,0,1.0,8.0,365,,0.2222106481481481,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,46,241,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,8.0,,,293,68,49.0,45.0,42.0,3.0,0.0,10,365,7.0,0.0,10.0,6,10
261055,Fix incorrect rendering when file uses both spaces and tabs for indentation,closed,True,2025-08-11 14:15:07,2025-08-11 15:54:47,2025-09-25 23:25:40,benibenj,0.0,46,5,2,1,0,0,1.0,2.0,51,,0.06921296296296296,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,75,376,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,46,5,8.0,7.0,4.0,0.0,0.0,2,51,2.0,0.0,2.0,12,39
261059,"AI and Human Edit diffs, also available to extensions, and visual feedback option",open,False,2025-08-11 14:41:57,,2025-08-12 11:29:42,Splashdamage115,0.0,2174,9,26,14,2,0,4.0,16.0,17460,2025-08-11 15:45:46,,0.04431712962962963,,,,1.0,3.0,,0.0,1.0,81,7031,True,0.0,Backlog,1.0,,,,unknown,,1.0,False,False,True,False,False,False,16.0,,,2174,9,69.0,35.0,42.0,10.0,0.0,26,17460,16.0,0.0,0.0,13,789
261069,"Todo Widget Polishes - introduces scroll bar, progress tracking, clear button",closed,True,2025-08-11 15:26:51,2025-08-11 21:12:25,2025-09-25 23:25:40,bhavyaus,0.0,270,21,3,3,0,0,2.0,3.0,299,2025-08-11 18:35:48,0.2399768518518519,0.1312152777777778,3.0,3.0,0.0,1.0,0.0,,0.0,0.0,77,212,True,1.0,July 2025 Recovery 1,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,270,21,33.0,16.0,16.0,0.0,0.0,3,299,3.0,0.0,1.0,11,8
261085,remove item from working set when kept,closed,True,2025-08-11 17:36:53,2025-08-11 17:57:48,2025-09-25 23:25:40,justschen,0.0,18,19,1,1,2,0,1.0,1.0,37,2025-08-11 17:51:13,0.01452546296296296,0.009953703703703704,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,38,422,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,18,19,3.0,4.0,3.0,0.0,0.0,1,37,1.0,0.0,3.0,7,51
261087,add telemetry logging for todo list tool operations,closed,True,2025-08-11 17:51:12,2025-08-11 18:21:06,2025-09-25 23:25:40,bhavyaus,0.0,38,1,1,1,0,0,1.0,1.0,39,2025-08-11 18:15:29,0.02076388888888889,0.01686342592592593,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,51,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,38,1,6.0,2.0,5.0,0.0,0.0,1,39,1.0,0.0,1.0,8,0
261091,Fix for setInput canceling all refresh promises,closed,True,2025-08-11 18:09:05,2025-08-11 19:17:58,2025-09-25 23:25:40,osortega,0.0,6,4,2,3,0,3,1.0,2.0,18,,0.04783564814814815,,4.0,1.0,1.0,1.472222222222222,0.0,,0.0,0.0,47,402,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,6,4,5.0,5.0,2.0,0.0,0.0,2,18,2.0,0.0,0.0,7,52
261094,Add Python activate hooks into shell integration scripts ,closed,True,2025-08-11 18:20:32,2025-08-13 17:40:39,2025-08-13 17:40:40,anthonykim1,0.0,74,2,7,22,2,18,5.0,4.0,394,2025-08-12 05:25:54,1.972303240740741,0.4620601851851852,14.0,1.0,3.0,1.0,1.0,,0.0,0.0,57,824,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,74,2,18.0,9.0,10.0,0.0,0.0,7,394,7.0,0.0,1.0,8,126
261099,Workaround electron proxy issues for GitHub by allowing to switch to node's fetch,closed,True,2025-08-11 18:27:47,2025-08-11 18:39:45,2025-09-25 23:25:40,TylerLeonhardt,0.0,37,4,4,1,0,0,2.0,3.0,41,,0.008310185185185184,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,2.0,81,805,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,37,4,10.0,6.0,4.0,0.0,0.0,4,41,4.0,0.0,1.0,13,124
261098,Ensure a reference to model is kept for terminal confirmation,closed,True,2025-08-11 18:27:47,2025-08-11 18:40:13,2025-09-25 23:25:40,Tyriar,0.0,11,2,1,1,0,0,1.0,1.0,13,,0.00863425925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,61,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,11,2,5.0,3.0,3.0,0.0,0.0,1,13,1.0,0.0,10.0,10,51
261100,Ensure a reference to model is kept for terminal confirmation,closed,True,2025-08-11 18:30:24,2025-08-11 21:08:49,2025-09-25 23:25:40,Tyriar,0.0,11,2,1,1,0,0,1.0,1.0,13,,0.1100115740740741,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,61,359,True,1.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,11,2,5.0,3.0,3.0,0.0,0.0,1,13,1.0,0.0,10.0,10,51
261103,debug: add a command for attaching to the current window CDP,closed,True,2025-08-11 18:41:34,2025-08-11 22:25:56,2025-09-25 23:25:40,connor4312,0.0,74,25,4,2,0,0,1.0,3.0,101,,0.1558101851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,60,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,74,25,23.0,12.0,8.0,0.0,0.0,4,101,4.0,0.0,0.0,11,49
261107,Resolve models in parallel,closed,True,2025-08-11 19:18:48,2025-08-11 19:30:55,2025-09-25 23:25:40,roblourens,0.0,3,2,1,1,0,0,1.0,1.0,5,,0.008414351851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,26,390,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,3,2,2.0,2.0,1.0,0.0,0.0,1,5,1.0,0.0,1.0,4,55
261113,add ~capi bot label -- for manual usage,closed,True,2025-08-11 19:52:48,2025-08-11 20:06:42,2025-09-25 23:25:40,Yoyokrazy,0.0,10,1,1,1,0,0,1.0,1.0,11,,0.009652777777777777,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,39,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,10,1,2.0,2.0,1.0,0.0,0.0,1,11,1.0,0.0,0.0,8,49
261123,Fix cancel refresh promises,closed,True,2025-08-11 21:44:30,2025-08-11 21:59:10,2025-09-25 23:25:40,osortega,0.0,6,4,2,1,0,0,1.0,2.0,10,2025-08-14 15:38:16,0.01018518518518519,2.745671296296296,2.0,1.0,0.0,1.0,0.0,,0.0,0.0,27,400,True,0.0,,0.0,,,,unknown,,0.0,False,True,False,False,False,False,2.0,,,6,4,5.0,5.0,2.0,0.0,0.0,2,10,2.0,0.0,0.0,4,51
261128,chat: fix 'server options' button showing for non-mcp servers,closed,True,2025-08-11 23:04:31,2025-08-11 23:44:39,2025-08-11 23:44:40,connor4312,0.0,42,23,10,1,0,0,1.0,7.0,65,,0.02787037037037037,,2.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,61,360,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,7.0,,,42,23,33.0,23.0,23.0,0.0,0.0,10,65,10.0,0.0,0.0,9,51
261132,Allow svg paths for rendered math,closed,True,2025-08-11 23:34:33,2025-08-12 02:29:46,2025-08-12 02:29:47,mjbvz,0.0,24,3,4,3,2,0,2.0,2.0,495,,0.1216782407407407,,2.0,1.0,0.0,1.472222222222222,3.0,,0.0,0.0,33,29,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,24,3,8.0,7.0,4.0,0.0,0.0,4,495,4.0,0.0,8.0,6,4
261135,Use more controlled sanitizer for attributes,closed,True,2025-08-12 00:26:21,2025-08-12 01:26:43,2025-08-12 01:26:43,mjbvz,0.0,132,69,4,2,1,0,1.0,3.0,201,,0.0419212962962963,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,44,70,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,132,69,23.0,20.0,15.0,0.0,0.0,4,201,4.0,0.0,8.0,6,12
261139,Adding actions to local chats toolbar,closed,True,2025-08-12 00:59:30,2025-08-12 19:07:04,2025-08-12 19:07:07,osortega,0.0,101,2,1,6,0,10,1.0,1.0,261,,0.7552546296296296,,12.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,37,390,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,101,2,4.0,2.0,3.0,0.0,0.0,1,261,1.0,0.0,0.0,6,56
261146,VS Code version bump,closed,True,2025-08-12 01:44:50,2025-08-12 02:06:43,2025-08-12 02:06:44,osortega,0.0,3,3,2,1,0,0,1.0,1.0,6,,0.01519675925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,2.0,20,344,True,0.0,,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,3,3,5.0,5.0,2.0,0.0,0.0,2,6,2.0,0.0,0.0,4,49
261148,Enable the broker in macOS,closed,True,2025-08-12 02:27:49,2025-08-27 21:31:09,2025-08-27 21:31:11,TylerLeonhardt,0.0,178,93,14,24,0,0,3.0,4.0,417,,15.79398148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,4.0,26,401,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,4.0,,,178,93,62.0,51.0,39.0,1.0,0.0,14,417,13.0,0.0,1.0,5,51
261200,Add some logging to identify flaky notebooks tests,closed,True,2025-08-12 10:31:47,2025-08-12 11:29:19,2025-08-12 11:29:20,DonJayamanne,0.0,25,0,1,2,0,0,1.0,1.0,25,,0.03995370370370371,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,50,53,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,25,0,26.0,1.0,3.0,0.0,0.0,1,25,1.0,0.0,2.0,8,2
261202,Revise run in terminal's wait for SI implementation,closed,True,2025-08-12 10:59:34,2025-08-12 12:52:56,2025-08-12 12:52:57,Tyriar,0.0,42,40,1,2,0,0,1.0,1.0,82,,0.07872685185185185,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,51,255,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,42,40,17.0,15.0,4.0,0.0,0.0,1,82,1.0,0.0,10.0,8,40
261206,Disable none shell integration message,closed,True,2025-08-12 11:36:16,2025-08-12 16:15:14,2025-08-12 16:15:17,Tyriar,0.0,0,1,1,1,0,0,1.0,1.0,1,,0.1937268518518518,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,38,566,True,1.0,July 2025 Recovery 1,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,0,1,1.0,2.0,1.0,0.0,0.0,1,1,1.0,0.0,10.0,5,94
261231,Add quick file-type filter in global search,open,False,2025-08-12 13:26:33,,2025-09-03 21:22:52,scrollDynasty,0.0,668,6,6,5,5,0,3.0,3.0,79341,2025-08-12 13:28:20,,0.001238425925925926,,,,2.0,0.0,,0.0,1.0,43,460,True,0.0,,1.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,668,6,24.0,11.0,14.0,3.0,0.0,6,79341,3.0,0.0,0.0,7,69
261265,show desktop about details even when using custom dialogs,closed,True,2025-08-12 15:56:45,2025-08-14 08:13:48,2025-08-14 08:14:06,sbatten,0.0,93,66,7,1,1,0,1.0,5.0,159,2025-08-14 08:13:46,1.678506944444444,1.678483796296296,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,57,851,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,5.0,,,93,66,31.0,30.0,18.0,1.0,0.0,7,159,6.0,0.0,0.0,9,116
261270,Handle things like npm test and npm run build specially ,closed,True,2025-08-12 16:34:54,2025-08-12 17:20:03,2025-08-12 17:20:04,Tyriar,0.0,249,23,3,3,0,0,1.0,3.0,304,,0.03135416666666667,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,1.0,56,13,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,249,23,16.0,15.0,9.0,0.0,0.0,3,304,3.0,0.0,10.0,10,2
261272,cap retrieved terminal chars at 16k,closed,True,2025-08-12 16:42:51,2025-08-13 04:46:19,2025-08-13 04:46:20,meganrogge,0.0,36,15,4,8,0,8,1.0,4.0,143,,0.5024074074074074,,9.0,1.0,1.0,1.472222222222222,1.0,,0.0,0.0,35,32,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,4.0,,,36,15,13.0,11.0,6.0,0.0,0.0,4,143,4.0,0.0,6.0,6,6
261280,Fix task progress message,closed,True,2025-08-12 17:11:59,2025-08-12 17:30:29,2025-08-12 17:30:30,meganrogge,0.0,4,4,1,1,0,0,1.0,1.0,8,,0.01284722222222222,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,25,397,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,4,5.0,5.0,2.0,0.0,0.0,1,8,1.0,0.0,6.0,4,28
261287,Adopt thenRegisterOrDispose helper ,closed,True,2025-08-12 17:48:43,2025-08-14 07:52:46,2025-08-14 07:52:48,Tyriar,0.0,13,27,4,3,1,0,1.0,3.0,513,2025-08-12 18:56:24,1.586145833333333,0.04700231481481482,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,35,80,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,13,27,14.0,13.0,7.0,0.0,0.0,4,513,4.0,0.0,10.0,3,6
261291,Enable dnd for chat sessions,closed,True,2025-08-12 18:09:49,2025-08-12 19:15:56,2025-08-12 19:15:56,mjbvz,0.0,76,43,1,1,1,0,1.0,1.0,119,,0.04591435185185185,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,28,15,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,76,43,26.0,16.0,6.0,0.0,0.0,1,119,1.0,0.0,8.0,5,2
261297,Fix class attrs being stripped from rendered math,closed,True,2025-08-12 18:26:40,2025-08-13 20:56:09,2025-08-13 20:56:09,mjbvz,0.0,20,1,2,1,1,0,1.0,2.0,21,,1.10380787037037,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,49,344,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,20,1,4.0,3.0,2.0,0.0,0.0,2,21,2.0,0.0,8.0,8,49
261308,chat: refine todo list tool description,closed,True,2025-08-12 18:58:29,2025-08-13 09:58:52,2025-08-13 09:58:53,digitarald,0.0,1,1,1,2,0,1,1.0,1.0,4,,0.6252662037037037,,2.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,39,262,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,4,1.0,0.0,0.0,6,35
