number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
163772,open,Support of AllPermute for redistribution,zpcore,"***Not Ready For Review!***
***Not Ready For Review!***
***Not Ready For Review!***

### Summary
Introduce the `AllPermute` collective operation as mentioned in https://arxiv.org/pdf/2112.01075 ""section 2.6 Collective operations"".  

### What is AllPermute?
AllPermute can transform any 𝜏1 to 𝜏2 if their local and global shapes match. For example:
Given mesh and size {X:4, Y:4, Z:16}, we have
- example 1: [32{X,Y}}512, 128] -> [32{Y,X}512, 128]
- example 2: [128{Y}512, 32{X}128] -> [128{X}512, 32{Y}128]
- example 3: [32{X,Y}512, 128] -> [32{Z}512, 128]
Note: annotation borrowed from https://arxiv.org/pdf/2112.01075 ""section 2.1 Distributed array types""

### Why we need AllPermute?
With AllPermute, we can eliminate some AllGather ops during redistribution. This plays an important role in reducing the memory overhead. In theory, at most one AllPermute is needed to redistribute from any 𝜏1 to 𝜏2. The `AllPermute` can be performed as the final step, or moved before the last `AllGather` to minimize the amount of data relocated between shards in the `AllPermute`.


Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):

* __->__ #163772
* #162294
* #160903
* #160266



cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta @ezyang @msaroufim @dcci",2025-09-24 17:08:22+00:00,2025-09-24T20:21:22Z,,False,2,0,2,484,161,4,2,,40,1303,False,False,False,False,False,False,4,0,0,38626,25082,13544,1,2,,,,pytorch
163771,open,[PyTorch CCA] Add an API to get expandable segment sizes,banitag1,"Summary: This diffs add an API to query expandable segment size for each stream so that we can use this info to warmup the segment in advance, so we dont incur any performance penalty during steady state inference for new CUDA memory allocations.

Differential Revision: D76447308


",2025-09-24 16:38:16+00:00,2025-09-24T18:50:17Z,,False,3,0,1,65,0,5,3,,56,283,False,False,False,False,False,False,5,0,0,65,65,0,1,1,,,,pytorch
163770,open,Fix various bugs in subclass input in export,tugsbayasgalan,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #163770

Differential Revision: [D83156489](https://our.internmc.facebook.com/intern/diff/D83156489)",2025-09-24 15:37:33+00:00,2025-09-24T18:37:37Z,,False,2,9,1,91,13,3,11,,44,185,False,True,False,False,False,False,3,1,244,104,91,13,1,1,3.0,2.0,2025-09-24T15:38:34Z,pytorch
163769,closed,"Reapply ""Make functionalization `ViewMeta` serializable with pickle. (#143712)"" ",Lucaskabela,"### Summary:
NOTE: This is a re-export of https://github.com/pytorch/pytorch/pull/161994 ; the changes between these two PRs is exclusively to the buck/build files 

(Summary from #161994 )
Attempted rebase of https://github.com/pytorch/pytorch/pull/143712. 

This reverts commit 6c713ccb5e0df227dd5b630057cbccd373cbe7d6.

cc voznesenskym penguinwu EikanWang jgong5 Guobing-Chen XiaobingSuper zhuhaozhe blzheng wenzhe-nrv jiayisunx chenyang78 kadeng chauhang amjames Lucaskabela

imported-using-ghimport

Test Plan: Imported from OSS

Differential Revision: D81524507

Pulled By: Lucaskabela


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",2025-09-24 15:23:22+00:00,2025-09-25T10:28:45Z,,False,10,0,1,979,423,38,10,2025-09-25 10:27:42+00:00,80,751,False,False,False,False,False,False,38,2,956,1402,979,423,1,1,3.0,3.0,2025-09-24T15:28:19Z,pytorch
163768,closed,[CD] Add statically linked windows libraries to exclude list,atalman,"Fixes: https://github.com/pytorch/pytorch/issues/159514

Seeing following in the Wheel build logs:
```
Linking CXX static library lib\kineto.lib
Linking CXX static library lib\dnnl.lib
....
```

These files are around 800MB uncompressed and 109MB compressed, hence provide ~50% size reduction for Windows CPU builds.

Test Plan: Build Pytorch Windows binary. Build vision, audio and torchcodec with this binary. Smoke test.",2025-09-24 15:05:01+00:00,2025-09-25T14:04:23Z,,False,5,1,4,12,1,1,6,2025-09-25 14:03:20+00:00,60,423,False,True,False,False,False,False,1,4,1192,23,17,6,1,4,4.0,5.0,2025-09-24T15:31:26Z,pytorch
163767,open,IGNORE: Testing build times,zxiiro,"Fixes #ISSUE_NUMBER
",2025-09-24 15:00:29+00:00,2025-09-25T14:47:45Z,,False,1,0,1,85,85,1,1,,27,20,False,True,False,False,False,False,1,0,0,170,85,85,1,1,,,,pytorch
163766,closed,[CD] CUDA 13.0 fix preload logic to include nvidia/cu13/lib/,pytorchbot,"Preload logic no longer works with CUDA 13.0
See the installation path:
```
ls /home/ubuntu/.venv/lib/python3.10/site-packages/nvidia/cu13/lib/
libcheckpoint.so   libcudadevrt.a      libcufft.so.12   libcufile_rdma.so.1  libcusolver.so.12    libnvJitLink.so.13  libnvperf_target.so            libnvrtc.alt.so.13    libpcsamplingutil.so
libcublas.so.13    libcudart.so.13     libcufftw.so.12  libcupti.so.13       libcusolverMg.so.12  libnvblas.so.13     libnvrtc-builtins.alt.so.13.0  libnvrtc.so.13
libcublasLt.so.13  libcudart_static.a  libcufile.so.0   libcurand.so.10      libcusparse.so.12    libnvperf_host.so   libnvrtc-builtins.so.13.0      libnvtx3interop.so.1

ls /home/ubuntu/.venv/lib/python3.10/site-packages/nvidia/
cu13  cudnn  cusparselt  nccl  nvshmem
```

Test using script from : https://github.com/pytorch/pytorch/issues/162367
```
Kernel test passed!
```",2025-09-24 14:52:58+00:00,2025-09-25T14:38:16Z,2025-09-25T14:38:16Z,True,1,0,1,15,4,1,1,2025-09-25 14:38:16+00:00,60,875,False,True,False,False,False,False,1,0,4,19,15,4,1,1,1.0,1.0,2025-09-24T18:24:08Z,pytorch
163764,closed,[Cherry-Pick] [CD] CUDA 13 specific followup changes. Remove sm50-70 From CUDA 12.6 and CUDA 12.8 builds (#162455),atalman,"Follow up for CUDA 13 bring up https://github.com/pytorch/pytorch/issues/159779 sm50-70 should not be added to sbsa build arch list, as previous archs had no support for arm. remove platform_machine from PYTORCH_EXTRA_INSTALL_REQUIREMENTS

Pull Request resolved: https://github.com/pytorch/pytorch/pull/162455
Approved by: https://github.com/atalman
",2025-09-24 14:43:18+00:00,2025-09-25T14:37:52Z,2025-09-25T14:37:52Z,True,2,2,2,95,95,6,4,2025-09-25 14:37:52+00:00,114,350,False,False,False,False,False,False,6,0,0,252,126,126,2,2,3.0,0.0,2025-09-24T17:48:59Z,pytorch
163763,open,Fix THP_PyObject_VirtualFree return type,guangyey,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #163763

# Motivation
`void THP_PyObject_VirtualFree` should have no return value; otherwise, it would raise a build warning 
```bash
C:\Users\guangyey\pytorch\torch\csrc\dynamo\cpython_defs.c(264): warning C4098: 'THP_PyObject_VirtualFree': 'void' function returning a value
```
# Additional Context
Refer to
https://github.com/python/cpython/blob/c4f21d7c7c415a85a975fb878a1e578c12969d82/Include/cpython/objimpl.h#L59-L68
PyObjectArenaAllocator::free is defined with `void` return type.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames @Lucaskabela",2025-09-24 14:39:09+00:00,2025-09-25T15:03:27Z,,False,5,0,1,1,1,1,5,,40,745,False,True,False,False,False,False,1,4,977,2,1,1,1,1,5.0,6.0,2025-09-24T15:04:25Z,pytorch
163762,closed,Pass through CMake compiler/linker args to setup.py,directhex,"Presumably if the arguments were worth giving to CMake, they were worth giving to setup.py's compile calls too. For example, if your specific environment requires use of a `-fuse-ld`  flag or `--target=` flag.",2025-09-24 13:53:50+00:00,2025-09-24T22:23:58Z,,False,4,0,1,4,0,1,4,2025-09-24 22:23:58+00:00,51,209,False,False,False,False,False,False,1,3,397,4,4,0,1,1,2.0,3.0,2025-09-24T13:54:42Z,pytorch
163760,open,[TESTING] Increased the padding bench multiplier to make it more strict,iupaikov-amd,"Increased the padding bench multiplier to make it more strict. This can help with rank variation using pattern matcher.

This is a testing PR, no need to merge, we will see if this helps with performance on our side.


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-24 13:35:56+00:00,2025-09-24T18:38:27Z,,False,2,0,2,6,5,2,2,,71,420,False,False,False,False,False,False,2,0,0,11,6,5,1,2,,,,pytorch
163758,open,Update torch-xpu-ops commit pin,CuiYifeng,"Update the torch-xpu-ops commit to [intel/torch-xpu-ops@229e8b](https://github.com/intel/torch-xpu-ops/commit/229e8ba104e3b0a6e88c36effefa3ea914b25673), includes:

- Revert tracking of Work status for FlightRecorder in ProcessGroupXCCL to fix memory leak
- Enable SYCL warnings on Linux
- Fix accuracy issues with CTC loss
- Enable aten::nonzero_static on XPU backend
- Stop recursive calculations in polynomial kernels if tensor has NaNs",2025-09-24 12:52:05+00:00,2025-09-25T10:00:52Z,,False,1,0,1,1,1,1,1,,31,438,False,True,False,False,False,False,1,0,0,2,1,1,1,1,1.0,0.0,2025-09-24T20:19:02Z,pytorch
163757,open,Better error handling in torch/csrc/jit/ir/*,licy666,"Refactor error handling to use TORCH_CHECK for improved clarity in constants and scope management

Fixes some parts of ISSUE #148114



cc @EikanWang @jgong5 @wenzhe-nrv @sanchitintel",2025-09-24 12:29:41+00:00,2025-09-25T14:20:40Z,,False,4,0,1,9,18,3,4,,44,183,False,True,False,False,True,True,3,3,176,27,9,18,1,1,1.0,3.0,2025-09-24T12:30:07Z,pytorch
163755,open,[inductor] Improve bound on the number of dims to match for the block,kundaMwiza,"- Removes redundant broadcast code when `len(kernel.range_tree_nodes)` is much larger than `len(range_tree.nodes)`. For example:
```python
# before, the broadcast is to [1, 1, XBLOCK, R0_BLOCK]
tmp0 = tl.reshape(tl.broadcast_to(tl.load(block_ptr0, boundary_check=[2], padding_option='zero', eviction_policy='evict_last')[:, None, :, :], [(511 + XBLOCK) // 512, ((1) * ((1) <= ((511 + XBLOCK) // 512)) + ((511 + XBLOCK) // 512) * (((511 + XBLOCK) // 512) < (1))), ((512) * ((512) <= (XBLOCK)) + (XBLOCK) * ((XBLOCK) < (512))), R0_BLOCK]), [XBLOCK, R0_BLOCK])
# after
tmp0 = tl.reshape(tl.load(block_ptr0, boundary_check=[2], padding_option='zero', eviction_policy='evict_last'), [XBLOCK, R0_BLOCK])
```
- Fix: also save range_tree_nodes per subgraph 

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-24 12:13:24+00:00,2025-09-24T17:45:49Z,,False,3,0,2,12,4,3,3,,69,952,False,True,False,False,True,False,3,2,98,16,12,4,1,2,1.0,2.0,2025-09-24T12:55:14Z,pytorch
163754,open,refactor bucketing,eellison,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #163754
* #163215

Preparatory refactory

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-24 12:02:08+00:00,2025-09-24T14:33:53Z,,False,1,0,1,220,166,1,1,,18,328,False,False,False,False,False,True,1,0,0,386,220,166,1,1,1.0,0.0,2025-09-24T13:17:26Z,pytorch
163752,open,[inductor][templates] Distinguish between kernel input nodes and codegen input nodes,kundaMwiza,"If there is a single autotuner choice, the wrong type of input node is used to instantiate `TritonTemplateBuffer` through `TritonTemplateCaller.output_node`. This PR distinguishes the input nodes used in `AlgorithmSelectorCache.__call__` between the actual inputs passed to the kernel at runtime, vs the possibly viewed inputs that influence scheduling behaviour (e.g. `MemoryDeps`) and codegen. See the added unit test for more detail.


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-24 11:17:04+00:00,2025-09-24T14:01:00Z,,False,3,1,1,75,4,2,4,,84,640,False,False,False,False,False,False,2,2,154,79,75,4,1,1,1.0,2.0,2025-09-24T11:18:04Z,pytorch
163751,closed,OpInfo(addmm): more tests for the Lt interface,nikitaved,"Stack from [ghstack](https://github.com/ezyang/ghstack/tree/0.12.0) (oldest at bottom):
* __->__ #163751

",2025-09-24 10:33:49+00:00,2025-09-24T10:35:04Z,,False,2,0,1,2,0,1,2,2025-09-24 10:34:39+00:00,46,106,False,False,False,False,False,False,1,0,0,2,2,0,1,1,,,,pytorch
163750,open,Releases multicast object before releasing mapped buffers in CUDASymmetricMemory,syed-ahmed,"Fixes: https://github.com/pytorch/pytorch/issues/162429. In B200, cuMulticastUnbind can error if the mapped buffers are free'd before the multicast object is free'd. The only documentation I could find is here: https://github.com/NVIDIA/nccl/blob/e11d7f77c126561e35909407a5bd1461a437322b/src/transport/nvls.cc#L113.

Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #163750
* #163575

cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta @ezyang @msaroufim @dcci",2025-09-24 08:07:02+00:00,2025-09-24T17:13:52Z,,False,3,0,1,1,1,1,3,,80,522,False,True,False,True,False,False,1,2,14403,2,1,1,1,1,2.0,3.0,2025-09-24T08:26:54Z,pytorch
163749,open,[dynamo] [fix] fix weakref proxy in dynamo symbolic covert when triggering a graph break ,shaoyuyoung,"Similar to #161508
The repro can be found in my test (so I didn't draft an issue).
```python
import torch
import weakref
import torch._dynamo as dynamo
from torch._dynamo.symbolic_convert import code_context


class Dummy:
    pass


def target_fn(x: torch.Tensor) -> torch.Tensor:
    dynamo.graph_break()
    return x + 1



dummy = Dummy()
proxy = weakref.proxy(dummy)
code_context.get_context(target_fn.__code__)[""orig_graphmodule""] = (lambda: proxy)
f_compiled = torch.compile(target_fn)
y = f_compiled(torch.tensor(1))
torch.testing.assert_close(y, torch.tensor(2))
```
err log
```
File ""/root/ysy/pytorch/torch/_dynamo/symbolic_convert.py"", line 2708, in create_call_resume_at
  code_context.get_context(new_code)[""orig_graphmodule""] = weakref.ref(
                                                           ^^^^^^^^^^^^
torch._dynamo.exc.InternalTorchDynamoError: TypeError: cannot create weak reference to 'weakref.ProxyType' object
```

I think we should add a check for `context[""orig_graphmodule""]` to avoid repeatedly creating weak references. Because this will throw the above `TypeError:`

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames @Lucaskabela",2025-09-24 08:06:07+00:00,2025-09-24T08:37:13Z,,False,2,2,3,20,1,2,4,,89,1275,False,True,False,False,False,False,2,1,42,23,21,2,1,3,2.0,1.0,2025-09-24T08:08:17Z,pytorch
163748,open,[Tools] Adapting the Hypothesis library (version 5.x) for use with the PyTorch framework,FFFrog,"Stack from [ghstack](https://github.com/ezyang/ghstack/tree/0.12.0) (oldest at bottom):
* __->__ #163748

Starting from version 5.x, the Hypothesis library removed the timeout setting and only retained the deadline.",2025-09-24 07:29:16+00:00,2025-09-25T15:01:15Z,,False,6,2,2,18,6,1,8,,88,215,False,False,False,False,False,False,1,5,1006,6266,764,5502,1,2,4.0,6.0,2025-09-24T07:32:36Z,pytorch
163747,open,[Inductor] Check if profiling before using record_function in CompiledFxGraph,azahed98,"The call to `record_function` adds overhead even if profiling is disabled, which can as much as double the total runtime overhead of a compiled function. #163566 aims to make `record_function` more efficient, but doesn't fully eliminate overhead. This change adds a check if profiling is active before using `record_function`, which avoids this issue all together.

`TestExecutionTrace.test_execution_trace_with_pt2` in https://github.com/pytorch/pytorch/blob/main/test/profiler/test_execution_trace.py#L372 already checks that the `record_function` region is tracked during profiling.

Comparison of the `benchmarks/dynamo/microbenchmarks/overheads.py ` results:

Before Change:
```
requires_grad=False
compiled 56.9us (warmup=10.7s)

requires_grad=True
compiled 99.4us (warmup=0.2s)

inference_mode()
compiled 55.7us (warmup=0.1s)
```

After Change:
```
requires_grad=False
eager    6.9us (warmup=0.0s)
compiled 23.9us (warmup=22.3s)

requires_grad=True
eager    8.7us (warmup=0.0s)
compiled 56.8us (warmup=0.1s)

inference_mode()
eager    6.3us (warmup=0.0s)
compiled 22.2us (warmup=0.1s)
```

TODO: Add runtime overhead benchmark to the CI?

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben @mlazos",2025-09-24 06:57:21+00:00,2025-09-25T07:52:43Z,,False,1,0,2,7,3,1,1,,77,1355,False,False,False,False,False,False,1,0,59,10,7,3,1,2,1.0,1.0,2025-09-25T07:52:43Z,pytorch
163746,open,fixes import error 'functionalize' from functorch,RiyaP-QA,"Fixes #163637 


cc @zou3519 @Chillee @samdow @kshitij12345",2025-09-24 06:34:00+00:00,2025-09-24T16:58:21Z,,False,3,0,1,1,1,1,3,,49,59,False,True,False,False,False,False,1,2,79,2,1,1,1,1,1.0,2.0,2025-09-24T06:34:58Z,pytorch
163745,open,[ROCm] Transformer/SDPA unit test parity,xinyazhang,"## Major Changes

* Efficient Attention on ROCM requires last dimensions of input tensors align with 16 bytes.
  - Unlike FA, ME does not pad input tensors in `scaled_dot_product_attention` and hence this is required. 
* Fix `atomic_counter` handling in varlen FA API
* Unskips a few unit tests.

Fixes #157120
Fixes #157121
Fixes #157122
Fixes #157167
Fixes #155217
Fixes #157043
Fixes #157060


cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd",2025-09-24 05:34:57+00:00,2025-09-25T11:19:41Z,,False,1,0,14,29,30,6,1,,40,513,False,True,False,False,False,False,6,0,0,9252,2790,6462,1,14,1.0,0.0,2025-09-24T22:14:34Z,pytorch
163744,open,Update ruff to 0.13.1,cyyever,"Update ruff to 0.13.1 so that we can remove `UP038` from `pyproject.toml` because it has been removed from supported rules of ruff.
There are some fixes, the most notable one is [(PYI059)](https://docs.astral.sh/ruff/rules/generic-not-last-base-class/#generic-not-last-base-class-pyi059)
```
Checks for classes inheriting from typing.Generic[] where Generic[] is not the last base class in the bases tuple.

```

cc @ezyang @EikanWang @jgong5 @wenzhe-nrv @voznesenskym @penguinwu @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-24 05:07:31+00:00,2025-09-24T11:19:33Z,,False,4,0,1,12,13,8,4,,21,622,False,True,False,True,False,False,8,3,896,25,12,13,1,1,4.0,3.0,2025-09-24T05:49:21Z,pytorch
