pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
161455,PythonArgs::toBool: order cheap mutually exclusive checks first,closed,False,2025-08-26 00:33:53,2025-08-31 21:35:52,2025-08-31 21:36:54,swolchok,0.0,9,2,1,4,3,1,1.0,1.0,21020,2025-08-30 22:12:38,5.876377314814815,4.901909722222222,2.0,1.0,0.0,3.0,0.0,,0.0,0.0,63,318,True,3.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,9,2,4.0,3.0,1.0,0.0,0.0,1,21020,1.0,0.0,130.0,7,53
161458,[dynamo][hop] Introduce Local Map HOP,closed,False,2025-08-26 01:07:29,2025-09-17 09:32:41,2025-09-17 09:32:42,xmfan,0.0,701,3,9,22,12,9,1.0,7.0,124476,2025-08-27 15:57:35,22.35083333333333,1.618125,7.0,1.0,0.0,5.0,4.0,,0.0,0.0,37,514,True,9.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,7.0,,,701,3,23.0,12.0,14.0,2.0,0.0,9,124476,7.0,0.0,1.0,5,52
161461,Bump TorchBench version,closed,False,2025-08-26 01:35:24,2025-08-29 19:21:10,2025-08-29 19:22:13,huydhn,0.0,1,1,1,11,5,0,1.0,1.0,36408,2025-08-28 23:41:08,3.740115740740741,2.920648148148148,1.0,1.0,0.0,3.0,0.0,,1.0,0.0,23,271,True,5.0,,False,,,,unknown,,0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,36408,1.0,0.0,7.0,3,33
161462,[MPS]Fix torch.argmax/torch.argmin fail for non-contiguous input,open,False,2025-08-26 01:42:27,,2025-09-03 16:36:16,can-gaa-hou,0.0,20,1,2,1,2,0,2.0,2.0,21,2025-09-03 14:11:00,,8.51982638888889,,,,1.0,1.0,,0.0,0.0,64,936,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,20,1,6.0,3.0,4.0,0.0,0.0,2,21,2.0,0.0,0.0,6,97
161464,[Dependabot] Update(deps): Bump transformers from 4.54.0 to 4.55.4 in /.ci/docker/ci_commit_pins,closed,False,2025-08-26 02:19:17,2025-09-19 17:58:43,2025-09-19 17:58:53,dependabot[bot],0.0,1,1,1,1,4,0,1.0,1.0,2,2025-09-19 17:58:43,24.65238425925926,24.65238425925926,,,,1.0,0.0,,1.0,0.0,96,11491,True,8.0,,False,,,,unknown,,0,False,True,False,True,True,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,10,873
161465,forward fix #161102,closed,False,2025-08-26 02:39:11,2025-08-26 15:11:58,2025-08-26 15:13:02,ethanwee1,0.0,5,3,1,4,7,0,1.0,1.0,14,2025-08-26 02:42:31,0.5227662037037037,0.002314814814814815,2.0,2.0,0.0,3.0,0.0,,0.0,0.0,19,368,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,5,3,2.0,2.0,1.0,0.0,0.0,1,14,1.0,0.0,0.0,3,46
161466,Outline SymInt::maybe_as_int_slow_path,closed,False,2025-08-26 02:50:08,2025-09-03 06:54:49,2025-09-03 06:54:50,swolchok,0.0,11,5,2,4,6,0,2.0,1.0,69410,2025-08-27 20:24:42,8.169918981481482,1.732337962962963,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,38,247,True,4.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,11,5,5.0,3.0,3.0,0.0,0.0,2,69410,2.0,0.0,130.0,2,20
161467,clarifying docstring for the gather_list argument for gather(),open,False,2025-08-26 03:27:14,,2025-09-05 02:51:16,EIFY,0.0,4,3,1,1,5,0,1.0,1.0,7,2025-09-04 23:46:56,,9.847013888888888,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,62,364,True,5.0,,True,,,,unknown,,0,False,False,False,False,True,False,1.0,,,4,3,2.0,2.0,1.0,0.0,0.0,1,7,1.0,0.0,0.0,8,47
161468,[inductor][ez] add src_hash property for Templates,closed,False,2025-08-26 04:31:49,2025-09-12 21:10:50,2025-09-12 21:11:56,coconutruben,0.0,20,3,3,22,9,2,1.0,2.0,131618,2025-09-05 22:21:45,17.69376157407407,10.74300925925926,3.0,1.0,0.0,4.0,0.0,,0.0,0.0,50,774,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,20,3,10.0,6.0,6.0,0.0,0.0,3,131618,3.0,0.0,0.0,6,90
161469,[inductor][ez] kernel inputs reports a key,closed,False,2025-08-26 04:31:52,2025-09-12 00:42:13,2025-09-12 00:42:13,coconutruben,0.0,32,0,1,12,1,0,1.0,1.0,87818,,16.84052083333333,,,,,3.04663840096911,0.0,,0.0,0.0,42,685,True,3.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,32,0,2.0,1.0,1.0,0.0,0.0,1,87818,1.0,0.0,0.0,6,106
161470,"[1/N][SymmMem] Add offset to handle, cache on base address",closed,False,2025-08-26 04:40:56,2025-08-27 00:49:09,2025-08-31 01:51:39,kwen2501,0.0,111,41,1,1,7,0,1.0,1.0,152,2025-08-26 16:18:01,0.8390393518518519,0.4840856481481481,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,58,1756,True,5.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,111,41,26.0,27.0,9.0,0.0,0.0,1,152,1.0,0.0,4.0,9,278
161471,[2/N][SymmMem] Add MemPool allocator and tests,closed,False,2025-08-26 04:41:00,2025-08-31 18:09:00,2025-08-31 18:13:31,kwen2501,0.0,171,0,10,4,18,0,7.0,7.0,199,2025-08-26 20:19:53,5.561111111111111,0.6520023148148149,2.0,1.0,0.0,4.0,1.0,,1.0,0.0,46,829,True,7.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,7.0,,,171,0,20.0,10.0,10.0,1.0,0.0,10,199,9.0,0.0,4.0,6,97
161472,Fix to segmentation fault issue for torch.repeat_interleave,open,False,2025-08-26 05:05:37,,2025-09-12 05:00:46,arkadip-maitra,0.0,14,0,4,7,11,2,2.0,2.0,103671,2025-08-26 05:06:21,,0.0005092592592592592,3.0,0.0,0.0,2.0,3.0,,0.0,0.0,59,633,True,3.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,14,0,8.0,4.0,4.0,0.0,0.0,4,103671,4.0,0.0,0.0,7,71
161474,[Inductor-FX] Support custom triton kernels,closed,False,2025-08-26 06:12:48,2025-08-27 00:15:22,2025-08-27 00:16:23,blaine-rister,0.0,69,1,2,2,6,0,1.0,2.0,28022,2025-08-26 16:55:31,0.7517824074074074,0.4463310185185185,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,43,1088,True,5.0,,False,,,,unknown,,0,False,False,True,False,False,False,2.0,,,69,1,8.0,3.0,4.0,0.0,0.0,2,28022,2.0,0.0,1.0,5,154
161475,fix(docs): Replace unstable torch.compiler_custom_backends link with stable version,open,False,2025-08-26 06:14:56,,2025-08-26 14:02:22,Quantum-Kayak,0.0,83,1,4,4,1,0,1.0,3.0,84,2025-08-26 14:02:13,,0.3245023148148148,1.0,0.0,1.0,1.0,2.0,,0.0,0.0,83,1161,True,4.0,,True,,,,unknown,,0,False,True,False,False,True,False,3.0,,,83,1,8.0,5.0,4.0,2.0,0.0,4,84,2.0,0.0,0.0,8,139
161476,[1/N] Port 3 fsdp distributed test cases to Intel GPU,open,False,2025-08-26 06:30:29,,2025-09-16 09:46:02,libohao1201,0.0,10,13,4,14,6,4,1.0,2.0,151298,2025-08-26 06:48:11,,0.01229166666666667,6.0,2.0,0.0,2.0,4.0,,0.0,0.0,53,585,True,4.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,10,13,11.0,14.0,5.0,0.0,0.0,4,151298,4.0,0.0,0.0,10,79
161477,[Inductor UT] Re-enable test_torchinductor_opinfo.py on XPU.,closed,False,2025-08-26 06:37:58,2025-08-28 03:29:24,2025-08-28 05:14:31,etaf,0.0,10,3,2,1,3,0,1.0,2.0,13,2025-08-27 01:41:46,1.869050925925926,0.7943055555555556,1.0,1.0,0.0,3.0,2.0,,0.0,0.0,60,847,True,7.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,10,3,6.0,5.0,3.0,0.0,0.0,2,13,2.0,0.0,0.0,6,116
161478,[export] Support AC HOP in pre-dispatch,closed,False,2025-08-26 06:50:32,2025-08-26 16:26:00,2025-08-26 16:26:00,xmfan,0.0,139,38,1,1,2,0,1.0,1.0,177,,0.3996296296296296,,,,,3.04663840096911,0.0,,0.0,0.0,39,94,True,0.0,,False,,,0.0,dirty,0.0,0,False,False,False,False,False,False,1.0,,,139,38,9.0,7.0,3.0,0.0,0.0,1,177,1.0,0.0,1.0,6,10
161479,[export] Support AC HOP in pre-dispatch,closed,False,2025-08-26 06:52:42,2025-08-28 01:46:29,2025-08-28 01:47:34,xmfan,0.0,148,73,2,3,7,5,1.0,2.0,357,2025-08-26 20:36:06,1.787349537037037,0.5718055555555556,5.0,1.0,0.0,5.0,1.0,,0.0,0.0,39,936,True,5.0,,False,,,0.0,dirty,0.0,0,False,False,False,False,False,False,2.0,,,148,73,16.0,13.0,4.0,0.0,0.0,2,357,2.0,0.0,1.0,6,139
161485,[Intel GPU PT2E] Infer runtime out dtype based on dequant node in pat…,open,False,2025-08-26 08:05:05,,2025-09-01 15:01:01,ZhiweiYan-96,0.0,193,27,8,4,2,2,2.0,6.0,228,2025-09-01 01:48:02,,5.738159722222222,,,,1.0,1.0,,0.0,0.0,70,1838,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,6.0,,,193,27,30.0,21.0,21.0,0.0,0.0,8,228,8.0,0.0,0.0,13,140
161486,[Quant][Inductor][CPU] add qlinear int8-mixed-bf16 patterns,closed,False,2025-08-26 08:16:19,2025-09-04 01:53:04,2025-09-04 01:54:08,jiayisunx,0.0,127,19,2,4,3,5,1.0,2.0,43211,2025-09-02 07:16:21,8.733854166666667,6.958356481481482,5.0,2.0,0.0,4.0,1.0,,0.0,0.0,59,2009,True,6.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,127,19,35.0,18.0,27.0,0.0,0.0,2,43211,2.0,0.0,4.0,5,133
161487,[Quant][Inductor][CPU] add qconv int8-mixed-bf16 patterns,closed,False,2025-08-26 08:16:27,2025-09-04 02:01:37,2025-09-04 02:02:42,jiayisunx,0.0,45,14,2,4,3,2,1.0,2.0,43140,2025-09-02 07:18:04,8.739699074074075,6.959456018518519,4.0,3.0,0.0,5.0,1.0,,0.0,0.0,57,959,True,6.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,45,14,19.0,15.0,15.0,0.0,0.0,2,43140,2.0,0.0,4.0,5,89
161488,Fix `LBFGS` wolfe max iteration,closed,False,2025-08-26 08:26:12,2025-09-16 12:07:54,2025-09-16 12:08:55,zeshengzong,0.0,36,1,2,1,6,0,1.0,2.0,37,2025-09-15 14:17:29,21.15395833333333,20.24394675925926,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,31,199,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,36,1,4.0,3.0,2.0,0.0,0.0,2,37,2.0,0.0,1.0,5,23
161489,Fix inconsistent types in _scaled_dot_product_attention_math,closed,False,2025-08-26 08:34:05,2025-09-02 02:50:29,2025-09-02 02:50:29,CaoE,0.0,47,4,3,1,1,0,2.0,3.0,51,,6.761388888888889,,,,,3.04663840096911,2.0,,0.0,0.0,60,472,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,3.0,,,47,4,8.0,7.0,4.0,0.0,0.0,3,51,3.0,0.0,6.0,5,42
161491,Improve Scheduler init duration,closed,False,2025-08-26 08:49:51,2025-08-28 00:27:56,2025-08-28 00:28:58,ngocson2vn,0.0,3,3,1,1,6,0,1.0,1.0,6,2025-08-26 09:02:42,1.651446759259259,0.008923611111111111,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,31,274,True,7.0,,True,,,,unknown,,0,False,False,False,True,False,False,1.0,,,3,3,3.0,2.0,1.0,0.0,0.0,1,6,1.0,0.0,0.0,4,26
161493,Unify TypeAlias definitions in optimizer.py,closed,False,2025-08-26 09:12:51,2025-08-30 00:35:05,2025-09-03 09:03:18,parsshar-RH,0.0,4,3,1,1,4,0,1.0,1.0,7,2025-08-29 21:54:34,3.640439814814815,3.528969907407407,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,43,261,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,4,3,2.0,2.0,1.0,0.0,0.0,1,7,1.0,0.0,0.0,5,25
161495,[ZENDNN] Integrate ZenDNN unary fusions,open,False,2025-08-26 09:40:32,,2025-09-18 20:03:32,naveenthangudu,0.0,261,3,4,7,5,4,3.0,2.0,117536,2025-09-09 05:47:43,,13.83832175925926,3.0,0.0,1.0,3.0,0.0,,0.0,0.0,39,707,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,261,3,15.0,7.0,10.0,1.0,0.0,4,117536,3.0,0.0,1.0,5,75
161496,Test https://github.com/pytorch/test-infra/pull/7054,closed,False,2025-08-26 09:43:21,2025-08-27 10:38:17,2025-08-27 10:38:17,huydhn,0.0,3,3,3,1,1,0,1.0,1.0,6,,1.038148148148148,,,,,3.04663840096911,2.0,,0.0,3.0,52,195,True,4.0,,False,,,,unknown,,0,False,False,False,False,False,False,1.0,,,3,3,6.0,6.0,3.0,0.0,0.0,3,6,3.0,0.0,7.0,2,15
161497,[Inductor][WIndows] Fix Windows test case failure.,closed,False,2025-08-26 09:57:24,2025-08-28 12:40:45,2025-08-28 12:59:33,etaf,0.0,10,3,3,2,6,0,1.0,2.0,25,2025-08-27 01:41:29,2.1134375,0.655613425925926,1.0,1.0,0.0,3.0,2.0,,0.0,0.0,50,388,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,10,3,9.0,6.0,4.0,0.0,0.0,3,25,3.0,0.0,0.0,6,30
161499,[bucketing] custom_ops mode to hide inductor copies overhead,closed,False,2025-08-26 10:25:46,2025-09-08 20:03:11,2025-09-08 20:04:15,IvanKobzarev,0.0,197,30,4,17,21,1,1.0,2.0,110826,2025-08-27 18:24:36,13.4009837962963,1.332523148148148,2.0,1.0,0.0,4.0,1.0,,0.0,0.0,60,733,True,7.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,2.0,,,197,30,43.0,28.0,28.0,0.0,0.0,4,110826,4.0,0.0,33.0,8,78
161501,Typo correction in variable name inital_grad of Class TestFullyShardG…,closed,False,2025-08-26 12:22:52,2025-08-26 17:16:45,2025-08-26 17:19:06,vishalgoyal316,0.0,2,2,1,1,3,0,1.0,1.0,4,2025-08-26 13:47:55,0.2040856481481481,0.0590625,1.0,1.0,0.0,2.0,1.0,,0.0,0.0,70,192,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,2,2,3.0,3.0,2.0,0.0,0.0,1,4,1.0,0.0,0.0,9,22
161504,Run WoArm64 CI every 4 hours,closed,False,2025-08-26 13:10:58,2025-08-27 15:46:38,2025-08-27 15:47:41,iremyux,0.0,3,0,1,1,6,0,1.0,1.0,3,2025-08-26 15:21:23,1.108101851851852,0.09056712962962964,2.0,2.0,0.0,4.0,1.0,,0.0,1.0,28,195,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,3,0,2.0,1.0,1.0,0.0,0.0,1,3,1.0,0.0,0.0,6,32
161508,[Dynamo] Fix weakref.proxy error when `torch.compile`,closed,False,2025-08-26 13:48:46,2025-08-28 22:34:21,2025-08-28 22:35:23,can-gaa-hou,0.0,24,1,2,2,17,0,1.0,2.0,25,2025-08-26 18:26:52,2.364988425925926,0.193125,5.0,3.0,2.0,5.0,1.0,,0.0,0.0,53,986,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,24,1,4.0,3.0,2.0,0.0,0.0,2,25,2.0,0.0,0.0,6,105
161511,Fix index_add for int64 input + zerodim index,open,False,2025-08-26 14:42:06,,2025-08-27 19:01:57,manuelcandales,0.0,18,4,2,5,6,3,2.0,2.0,28,2025-08-26 16:25:30,,0.07180555555555555,3.0,1.0,0.0,4.0,1.0,,0.0,0.0,45,110,True,6.0,,False,,,1.0,unstable,1.0,0,False,True,False,False,False,False,2.0,,,18,4,4.0,3.0,2.0,0.0,0.0,2,28,2.0,0.0,2.0,8,11
161512,[ZENDNN] Integrate ZenDNN unary-binary fusions,open,False,2025-08-26 14:54:47,,2025-09-18 20:03:43,naveenthangudu,0.0,432,26,11,5,8,0,6.0,8.0,117004,2025-08-26 16:04:58,,0.04873842592592593,,,,2.0,1.0,,0.0,1.0,46,721,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,8.0,,,432,26,37.0,23.0,22.0,1.0,0.0,11,117004,10.0,0.0,1.0,5,75
161514,[reland] [dynamo] Refactor convert_frame.compile_frame to be self contained function. [5/n],closed,False,2025-08-26 15:08:36,2025-08-26 19:16:08,2025-08-26 19:17:11,zhxchen17,0.0,236,165,5,1,4,0,1.0,2.0,401,2025-08-26 15:12:10,0.1718981481481482,0.002476851851851852,1.0,1.0,0.0,2.0,1.0,,0.0,0.0,91,654,True,7.0,,True,,,,unknown,,0,False,False,False,False,False,True,2.0,,,236,165,23.0,19.0,15.0,0.0,0.0,5,401,5.0,0.0,12.0,10,86
161517,[export] Support complex constant in serde,closed,False,2025-08-26 16:45:51,2025-08-29 08:13:25,2025-08-29 08:14:27,yiming0416,0.0,114,7,6,1,10,0,4.0,3.0,121,2025-08-26 17:38:12,2.644143518518518,0.03635416666666667,1.0,1.0,0.0,2.0,1.0,,0.0,1.0,42,681,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,3.0,,,114,7,32.0,13.0,24.0,0.0,0.0,6,121,6.0,0.0,1.0,6,84
161519,[ROCm][CI] restore test_flex_attention tests,closed,False,2025-08-26 17:02:21,2025-08-26 19:31:33,2025-08-26 20:46:21,ethanwee1,0.0,5,1,2,1,3,0,1.0,2.0,6,2025-08-26 17:04:01,0.1036111111111111,0.001157407407407407,1.0,1.0,0.0,2.0,2.0,,0.0,0.0,44,380,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,5,1,3.0,3.0,2.0,0.0,0.0,2,6,2.0,0.0,0.0,4,38
161520,[2/n][export] Refactor PT2 Archive weight saving and loading,closed,False,2025-08-26 17:15:58,2025-09-03 20:12:53,2025-09-03 20:16:13,yiming0416,0.0,288,43,4,1,18,0,3.0,3.0,331,2025-08-27 16:47:52,8.122858796296295,0.9804861111111111,1.0,1.0,0.0,4.0,1.0,,0.0,0.0,60,207,True,4.0,,True,,,,unknown,,0,False,False,False,False,False,True,3.0,,,288,43,23.0,10.0,13.0,0.0,0.0,4,331,4.0,0.0,1.0,8,27
161521,[AMD] [Reland] Fix AMD User Defined Kernel Autotune,closed,False,2025-08-26 17:16:07,2025-09-04 08:41:23,2025-09-04 08:42:26,oniononion36,0.0,111,4,3,1,9,0,1.0,3.0,115,2025-08-27 22:33:41,8.642546296296297,1.220532407407407,1.0,1.0,0.0,2.0,2.0,,0.0,0.0,51,748,True,8.0,,True,,,,unknown,,0,False,True,False,False,False,False,3.0,,,111,4,8.0,4.0,4.0,0.0,0.0,3,115,3.0,0.0,0.0,8,62
161522,Revert D80715960,closed,False,2025-08-26 17:43:59,2025-08-26 19:38:27,2025-08-26 19:46:53,seemethere,0.0,49,109,8,1,5,0,5.0,7.0,158,2025-08-26 19:38:27,0.07949074074074074,0.07949074074074074,,,,1.0,2.0,,1.0,0.0,16,200,True,2.0,,True,,,,unknown,,0,False,False,False,False,False,False,7.0,,,49,109,28.0,34.0,21.0,0.0,0.0,8,158,8.0,0.0,66.0,2,29
161526,[PGO] skip global sources in allowlist,open,False,2025-08-26 18:02:48,,2025-08-26 22:21:23,pianpwk,0.0,2,0,1,1,3,0,1.0,1.0,2,,,,,,,3.04663840096911,0.0,,0.0,0.0,38,305,True,3.0,,False,,,,unknown,,0,False,False,False,False,False,False,1.0,,,2,0,2.0,1.0,1.0,0.0,0.0,1,2,1.0,0.0,4.0,6,29
161527,Fix Arm64 OSS pytorch build with FBGEMM,open,False,2025-08-26 18:03:05,,2025-09-05 06:56:01,mcfi,0.0,4,2,1,1,16,0,1.0,1.0,6,2025-08-27 18:39:08,,1.025034722222222,1.0,1.0,0.0,4.0,0.0,,1.0,0.0,39,1414,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,4,2,3.0,3.0,1.0,0.0,0.0,1,6,1.0,0.0,0.0,7,127
161528,Fix excess refcounting in ObjLoaderFunc,closed,False,2025-08-26 18:16:13,2025-09-15 16:05:53,2025-09-15 16:06:58,swolchok,0.0,10,10,4,1,5,0,2.0,1.0,20,2025-09-09 19:45:52,19.90949074074074,14.06225694444444,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,39,314,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,1.0,,,10,10,12.0,12.0,6.0,0.0,0.0,4,20,4.0,0.0,130.0,5,28
161529,[ROCm] Removed skip annotation to enable test,open,False,2025-08-26 19:09:26,,2025-09-22 11:19:42,dwiddows,0.0,0,1,1,1,17,0,1.0,1.0,1,2025-08-28 00:03:31,,1.204224537037037,3.0,3.0,0.0,6.0,1.0,,0.0,0.0,45,297,True,8.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,0,1,1.0,2.0,1.0,0.0,0.0,1,1,1.0,0.0,0.0,7,36
161530,[PGO] skip allowlist logging for empty graphs,closed,False,2025-08-26 19:13:10,2025-08-28 00:12:17,2025-08-28 00:13:20,pianpwk,0.0,34,2,4,1,8,0,1.0,2.0,36,2025-08-27 03:04:03,1.207719907407407,0.3270023148148148,2.0,2.0,0.0,4.0,1.0,,0.0,0.0,45,287,True,6.0,,False,,,,unknown,,0,False,False,False,False,False,False,2.0,,,34,2,9.0,6.0,4.0,0.0,0.0,4,36,4.0,0.0,4.0,7,29
161531,Fix silent ImportError handling in torch._dynamo.utils to preserve critical error messages,open,False,2025-08-26 19:29:39,,2025-09-04 15:20:09,haochengxia,0.0,7,2,1,1,4,0,1.0,1.0,9,2025-08-26 19:35:19,,0.003935185185185185,,,,2.0,0.0,,0.0,0.0,90,3024,True,5.0,,True,,,,unknown,,0,False,True,False,True,False,False,1.0,,,7,2,2.0,2.0,1.0,0.0,0.0,1,9,1.0,0.0,0.0,11,378
161532,[3/N][SymmMem] Expose offset field from handle,closed,False,2025-08-26 19:33:22,2025-08-31 18:09:02,2025-08-31 18:10:06,kwen2501,0.0,32,0,4,3,13,0,4.0,3.0,95,2025-08-26 20:21:49,4.941435185185185,0.03364583333333333,1.0,1.0,0.0,4.0,1.0,,0.0,0.0,46,308,True,7.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,3.0,,,32,0,8.0,4.0,4.0,0.0,0.0,4,95,4.0,0.0,4.0,6,42
161533,[4/N][SymmMem] Add `get_remote_tensor` + move up `get_buffer` and `get_signal_pad`,closed,False,2025-08-26 19:33:26,2025-09-01 07:02:09,2025-09-01 07:03:14,kwen2501,0.0,171,239,9,7,12,3,5.0,4.0,637,2025-08-26 21:06:17,5.478275462962963,0.06447916666666667,5.0,1.0,0.0,4.0,1.0,,0.0,0.0,82,587,True,7.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,True,4.0,,,171,239,23.0,18.0,14.0,0.0,0.0,9,637,9.0,0.0,4.0,9,80
161534,[inductor][addmm] incorporate into new get_mm_configs properly,open,False,2025-08-26 19:48:54,,2025-09-18 17:13:23,coconutruben,0.0,101,34,6,33,13,3,1.0,4.0,129177,2025-09-02 20:28:31,,7.027511574074074,5.0,1.0,1.0,3.0,1.0,,0.0,0.0,62,930,True,4.0,,False,,,1.0,unstable,0.0,0,False,True,False,False,False,False,4.0,,,101,34,25.0,20.0,14.0,1.0,0.0,6,129177,5.0,0.0,0.0,6,109
161535,Fix dev container configuration,open,False,2025-08-26 19:53:17,,2025-09-02 16:27:02,pbezglasny,0.0,7,5,2,1,4,0,1.0,2.0,12,2025-08-26 19:55:59,,0.001875,2.0,2.0,0.0,3.0,0.0,,0.0,1.0,31,351,True,3.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,7,5,7.0,6.0,5.0,0.0,0.0,2,12,2.0,0.0,0.0,4,60
161536,[BE] Consolidate inductor benchmark Docker images and rename jobs,closed,False,2025-08-26 19:54:48,2025-09-01 19:07:11,2025-09-01 19:08:15,huydhn,0.0,146,278,13,17,12,0,2.0,2.0,20386,2025-08-27 01:14:10,5.96693287037037,0.2217824074074074,1.0,1.0,0.0,3.0,5.0,,0.0,12.0,65,1743,True,6.0,,False,,,,unknown,,0,False,False,False,False,True,False,2.0,,,146,278,104.0,110.0,37.0,0.0,0.0,13,20386,13.0,0.0,7.0,9,220
161537,[VLLM][FLASHINFER UPDATE],closed,False,2025-08-26 20:20:38,2025-08-27 17:41:29,2025-08-27 17:42:36,yangw-dev,0.0,9,4,3,9,17,0,3.0,3.0,3441,2025-08-27 01:34:32,0.8894791666666667,0.2179861111111111,1.0,1.0,0.0,3.0,1.0,,0.0,2.0,25,234,True,4.0,,False,,,0.0,dirty,0.0,0,False,False,False,False,False,False,3.0,,,9,4,7.0,6.0,4.0,0.0,0.0,3,3441,3.0,0.0,2.0,2,33
161538,[TorchScript] ProfilingExecutor - RemoveProfileNodesAndSpecializeTypes None handling,closed,False,2025-08-26 20:29:45,2025-08-27 23:12:18,2025-08-27 23:13:22,davidberard98,0.0,56,5,3,1,4,0,2.0,2.0,61,2025-08-26 20:32:00,1.112881944444444,0.0015625,1.0,1.0,0.0,3.0,2.0,,1.0,0.0,84,1507,True,4.0,,False,,,0.0,dirty,0.0,0,False,True,False,False,False,False,2.0,,,56,5,6.0,4.0,3.0,1.0,0.0,3,61,2.0,0.0,11.0,6,223
161539,Fix sort doc error,closed,False,2025-08-26 20:35:35,2025-08-27 17:01:56,2025-08-27 17:02:57,cleonard530,0.0,3,3,1,2,3,0,1.0,1.0,3314,2025-08-27 14:13:24,0.8516319444444445,0.7345949074074074,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,18,152,True,4.0,,True,,,,unknown,,0,False,True,False,False,True,False,1.0,,,3,3,3.0,3.0,2.0,0.0,0.0,1,3314,1.0,0.0,0.0,4,22
161540,ROCm: Enable overload tests from test_matmul_cuda,closed,False,2025-08-26 20:48:59,2025-09-02 16:27:46,2025-09-16 05:06:15,jagadish-amd,0.0,6,16,2,1,6,0,2.0,2.0,22,2025-08-26 20:49:41,6.818599537037037,0.0004861111111111111,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,49,522,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,6,16,6.0,10.0,6.0,0.0,0.0,2,22,2.0,0.0,0.0,6,49
